bodyPart,equipment,id,name,target,secondaryMuscles,instructions,description,difficulty,category,message
upper arms,dumbbell,0425,dumbbell standing one arm reverse curl,biceps,['forearms'],"['Stand up straight with your feet shoulder-width apart and hold a dumbbell in one hand with an overhand grip.', 'Keep your arm fully extended and close to your body, with your palm facing down.', 'Slowly curl the dumbbell up towards your shoulder, keeping your upper arm stationary.', 'Pause for a moment at the top, then slowly lower the dumbbell back down to the starting position.', 'Repeat for the desired number of repetitions, then switch to the other arm.']","The dumbbell standing one arm reverse curl targets the biceps and forearms using a dumbbell with an overhand grip, emphasizing the brachialis and forearm extensors.",Intermediate,strength,nan
shoulders,dumbbell,0426,dumbbell standing overhead press,delts,"['triceps', 'upper back']","['Stand with your feet shoulder-width apart, holding a dumbbell in each hand at shoulder level with your palms facing forward.', 'Press the dumbbells upward until your arms are fully extended overhead.', 'Pause for a moment at the top, then slowly lower the dumbbells back down to shoulder level.', 'Repeat for the desired number of repetitions.']","The dumbbell standing overhead press is a compound exercise targeting the deltoids, performed by pressing dumbbells overhead from shoulder height while standing.",Intermediate,strength,nan
shoulders,dumbbell,0427,dumbbell standing palms in press,delts,"['triceps', 'chest']","['Stand with your feet shoulder-width apart, holding a dumbbell in each hand at shoulder level with your palms facing inwards.', 'Keeping your core engaged and your back straight, press the dumbbells upwards until your arms are fully extended overhead.', 'Pause for a moment at the top, then slowly lower the dumbbells back to the starting position.', 'Repeat for the desired number of repetitions.']","The dumbbell standing palms in press is a shoulder exercise that targets the deltoids, with secondary emphasis on the triceps and chest. It involves pressing dumbbells overhead while keeping the palms facing inward, which can be easier on the shoulder joints compared to a traditional overhead press.",Intermediate,strength,nan
upper arms,dumbbell,0428,dumbbell standing preacher curl,biceps,['forearms'],"['Stand upright with your feet shoulder-width apart and hold a dumbbell in each hand, palms facing forward.', 'Rest the back of your upper arms against the preacher bench or an incline bench, with your elbows slightly bent.', 'Keeping your upper arms stationary, exhale and curl the weights while contracting your biceps.', 'Continue to raise the dumbbells until your biceps are fully contracted and the dumbbells are at shoulder level.', 'Hold the contracted position for a brief pause as you squeeze your biceps.', 'Inhale and slowly begin to lower the dumbbells back to the starting position.', 'Repeat for the desired number of repetitions.']","The dumbbell standing preacher curl is an isolation exercise targeting the biceps, performed while standing and bracing the upper arms against a preacher or incline bench for strict form.",Intermediate,strength,nan
upper arms,dumbbell,0429,dumbbell standing reverse curl,biceps,['forearms'],"['Stand up straight with your feet shoulder-width apart and hold a dumbbell in each hand, palms facing your body.', 'Keeping your upper arms stationary, exhale and curl the weights while contracting your biceps. Continue to raise the weights until your biceps are fully contracted and the dumbbells are at shoulder level.', 'Hold the contracted position for a brief pause as you squeeze your biceps.', 'Inhale and slowly begin to lower the dumbbells back to the starting position.', 'Repeat for the desired number of repetitions.']","The dumbbell standing reverse curl is an exercise targeting the biceps and forearms, performed by curling dumbbells with an overhand grip while standing.",Intermediate,strength,nan
upper arms,dumbbell,0430,dumbbell standing triceps extension,triceps,['shoulders'],"['Stand with your feet shoulder-width apart and hold a dumbbell in one hand.', 'Raise the dumbbell overhead, keeping your arm straight.', 'Bend your elbow and lower the dumbbell behind your head, keeping your upper arm stationary.', 'Extend your arm back up to the starting position.', 'Repeat for the desired number of repetitions.']","The dumbbell standing triceps extension is an isolation exercise targeting the triceps, performed by raising a dumbbell overhead and extending the arm. It also engages the shoulders as secondary muscles.",Intermediate,strength,nan
upper legs,dumbbell,0431,dumbbell step-up,glutes,"['quadriceps', 'hamstrings', 'calves']","['Stand in front of a bench or step with a dumbbell in each hand, palms facing your body.', 'Place your right foot on the bench or step, ensuring your entire foot is in contact with the surface.', 'Push through your right heel and lift your body up onto the bench or step, straightening your right leg.', 'Bring your left foot up onto the bench or step, standing fully upright.', 'Step back down with your left foot, followed by your right foot, returning to the starting position.', 'Repeat for the desired number of repetitions, then switch legs.']","The dumbbell step-up is a lower body exercise that targets the glutes, quadriceps, and hamstrings, while also engaging the calves. It involves stepping onto a raised platform while holding dumbbells, which increases resistance and challenges balance and coordination.",Intermediate,strength,nan
upper legs,dumbbell,0432,dumbbell stiff leg deadlift,glutes,"['hamstrings', 'lower back']","['Stand with your feet shoulder-width apart, holding a dumbbell in each hand with an overhand grip.', 'Keeping your back straight and your core engaged, hinge at the hips and lower the dumbbells towards the ground, allowing a slight bend in your knees.', 'Lower the dumbbells until you feel a stretch in your hamstrings, then squeeze your glutes and push through your heels to return to the starting position.', 'Repeat for the desired number of repetitions.']","The dumbbell stiff leg deadlift is a lower body exercise that targets the glutes and hamstrings, with additional activation of the lower back. It involves hinging at the hips while keeping the legs mostly straight, emphasizing a stretch and contraction in the posterior chain.",Intermediate,strength,nan
chest,dumbbell,0433,dumbbell straight arm pullover,pectorals,"['latissimus dorsi', 'triceps']","['Lie flat on a bench with your head at one end and your feet planted firmly on the ground.', 'Hold a dumbbell with both hands and extend your arms straight above your chest.', 'Keeping your arms straight, slowly lower the dumbbell behind your head in an arc-like motion.', 'Pause for a moment, then raise the dumbbell back to the starting position.', 'Repeat for the desired number of repetitions.']",The dumbbell straight arm pullover is a chest exercise that also targets the lats and triceps. It involves lying on a bench and moving a dumbbell in an arc over and behind your head while keeping your arms straight.,Intermediate,strength,nan
upper legs,dumbbell,0434,dumbbell straight leg deadlift,glutes,"['hamstrings', 'lower back']","['Stand with your feet shoulder-width apart, holding a dumbbell in each hand with an overhand grip.', 'Keeping your back straight and your core engaged, hinge at the hips and lower the dumbbells towards the ground, allowing your torso to lean forward.', 'Continue lowering the dumbbells until you feel a stretch in your hamstrings, keeping your knees slightly bent.', 'Pause for a moment at the bottom, then engage your glutes and hamstrings to lift your torso back up to the starting position.', 'Repeat for the desired number of repetitions.']","The dumbbell straight leg deadlift is a strength exercise targeting the glutes, hamstrings, and lower back. It involves hinging at the hips while keeping the back straight and lowering dumbbells toward the ground, then returning to the starting position.",Intermediate,strength,nan
upper arms,dumbbell,0436,dumbbell tate press,triceps,['shoulders'],"['Sit on a flat bench with a dumbbell in each hand, palms facing each other.', 'Raise the dumbbells to shoulder height, then rotate your wrists so that your palms are facing away from you.', 'Press the dumbbells up until your arms are fully extended, then lower them back down to shoulder height.', 'Rotate your wrists back to the starting position and repeat for the desired number of repetitions.']","The dumbbell Tate press is an upper arm exercise primarily targeting the triceps, with secondary involvement of the shoulders. It is performed with dumbbells while seated on a flat bench, involving a unique pressing motion that emphasizes triceps activation.",Intermediate,strength,nan
shoulders,dumbbell,0437,dumbbell upright row,delts,"['traps', 'biceps']","['Stand with your feet shoulder-width apart, holding a dumbbell in each hand with an overhand grip.', 'Let the dumbbells hang in front of your thighs, with your arms fully extended.', 'Keeping your back straight and your core engaged, exhale and lift the dumbbells straight up towards your chin, leading with your elbows.', 'Pause for a moment at the top, then inhale and slowly lower the dumbbells back down to the starting position.', 'Repeat for the desired number of repetitions.']","The dumbbell upright row is a strength exercise targeting the deltoids, with secondary emphasis on the traps and biceps. It involves lifting dumbbells from thigh level to chin height, leading with the elbows.",Intermediate,strength,nan
shoulders,dumbbell,0438,dumbbell w-press,delts,"['triceps', 'chest']","['Sit on a bench with a dumbbell in each hand, palms facing forward.', 'Raise the dumbbells to shoulder height, elbows bent and palms facing forward.', 'Press the dumbbells upward until your arms are fully extended overhead.', 'Lower the dumbbells back to shoulder height.', 'Repeat for the desired number of repetitions.']","The dumbbell W-press is a shoulder exercise performed with dumbbells, focusing on the deltoid muscles. It involves pressing the weights overhead from a 'W' position, engaging the shoulders, triceps, and chest.",Intermediate,strength,nan
upper arms,dumbbell,0439,dumbbell zottman curl,biceps,['forearms'],"['Stand up straight with a dumbbell in each hand, palms facing your body.', 'Keep your elbows close to your torso and rotate your palms to face forward.', 'Curl the dumbbells up to your shoulders while keeping your upper arms stationary.', 'At the top of the movement, rotate your wrists so that your palms are facing away from your body.', 'Slowly lower the dumbbells back to the starting position, rotating your palms back to facing your body.', 'Repeat for the desired number of repetitions.']","The dumbbell Zottman curl is a biceps exercise that incorporates both a standard curl and a reverse curl, targeting the biceps and forearms. It involves rotating the wrists at the top of the movement to work both muscle groups effectively.",Intermediate,strength,nan
waist,body weight,0443,elbow-to-knee,abs,['obliques'],"['Start by lying flat on your back with your knees bent and feet flat on the ground.', 'Place your hands behind your head with your elbows pointing outwards.', 'Engage your abs and lift your upper body off the ground, bringing your right elbow towards your left knee.', 'At the same time, bring your left knee towards your right elbow, creating a twisting motion.', 'Pause for a moment at the top, then slowly lower your upper body and extend your legs back to the starting position.', 'Repeat the movement, this time bringing your left elbow towards your right knee and your right knee towards your left elbow.', 'Continue alternating sides for the desired number of repetitions.']","The elbow-to-knee exercise is a bodyweight movement targeting the abdominal muscles, especially the abs and obliques, through a twisting, crunch-like motion.",Beginner,strength,nan
shoulders,ez barbell,0445,ez barbell anti gravity press,delts,"['triceps', 'chest']","['Start by standing with your feet shoulder-width apart and holding the ez barbell with an overhand grip.', 'Raise the barbell to shoulder height, keeping your elbows slightly bent and your palms facing forward.', 'Press the barbell overhead, extending your arms fully.', 'Lower the barbell back to shoulder height and repeat for the desired number of repetitions.']",The EZ barbell anti gravity press is a shoulder exercise performed with an EZ barbell. It targets the deltoids and also works the triceps and chest. The movement involves pressing the barbell overhead from shoulder height while standing.,Advanced,strength,nan
upper arms,ez barbell,0446,ez barbell close-grip curl,biceps,['forearms'],"['Stand up straight with your feet shoulder-width apart and hold the ez barbell with an underhand grip, hands shoulder-width apart.', 'Keep your elbows close to your torso and your upper arms stationary throughout the movement.', 'Curl the barbell up towards your shoulders, contracting your biceps.', 'Pause for a moment at the top, then slowly lower the barbell back down to the starting position.', 'Repeat for the desired number of repetitions.']","The EZ barbell close-grip curl is a biceps-focused exercise performed with an EZ barbell using a close, underhand grip. It targets the biceps and also engages the forearms as secondary muscles. The movement involves curling the barbell towards the shoulders while keeping the elbows close to the torso.",Advanced,strength,nan
upper arms,ez barbell,0447,ez barbell curl,biceps,['forearms'],"['Stand up straight with your feet shoulder-width apart and hold the ez barbell with an underhand grip, palms facing up.', 'Keep your elbows close to your torso and your upper arms stationary throughout the movement.', 'Exhale as you curl the barbell up towards your shoulders, contracting your biceps.', 'Pause for a moment at the top, then inhale as you slowly lower the barbell back down to the starting position.', 'Repeat for the desired number of repetitions.']","The EZ barbell curl is a classic arm exercise that targets the biceps using an EZ curl bar. It is performed standing, with an underhand grip, and involves curling the bar up towards the shoulders while keeping the elbows close to the torso.",Advanced,strength,nan
upper arms,ez barbell,0448,ez barbell decline close grip face press,triceps,"['chest', 'shoulders']","['Lie on a decline bench with your head lower than your feet.', 'Grasp the ez barbell with a close grip, palms facing each other.', 'Extend your arms straight up above your chest, keeping your elbows close to your body.', 'Lower the barbell towards your forehead by bending your elbows.', 'Pause for a moment, then press the barbell back up to the starting position.', 'Repeat for the desired number of repetitions.']","The EZ barbell decline close grip face press is a triceps-focused exercise performed on a decline bench using an EZ barbell. It also engages the chest and shoulders as secondary muscles. The movement requires control and proper form to avoid injury, especially due to the bar path near the face and the decline position.",Advanced,strength,nan
upper arms,ez barbell,0449,ez barbell incline triceps extension,triceps,['shoulders'],"['Set up an incline bench at a 45-degree angle.', 'Sit on the bench with your back against the pad and hold the ez barbell with an overhand grip.', 'Extend your arms fully overhead, keeping your elbows close to your head.', 'Lower the barbell behind your head by bending your elbows, keeping your upper arms stationary.', 'Pause for a moment, then extend your arms back to the starting position.', 'Repeat for the desired number of repetitions.']","The EZ barbell incline triceps extension is an isolation exercise targeting the triceps, performed on an incline bench using an EZ bar. It requires good form to avoid shoulder strain and to effectively work the triceps.",Advanced,strength,nan
upper arms,ez barbell,0450,ez barbell jm bench press,triceps,"['chest', 'shoulders']","['Lie flat on a bench with your feet flat on the ground and your back pressed against the bench.', 'Grasp the ez barbell with an overhand grip, slightly wider than shoulder-width apart.', 'Lower the barbell to your chest, keeping your elbows tucked in close to your body.', 'Push the barbell back up to the starting position, fully extending your arms.', 'Repeat for the desired number of repetitions.']","The EZ Barbell JM Bench Press is a triceps-focused pressing movement performed on a bench using an EZ bar. It combines elements of a close-grip bench press and a triceps extension, targeting the triceps while also engaging the chest and shoulders.",Advanced,strength,nan
upper arms,ez barbell,0451,ez barbell reverse grip curl,biceps,['forearms'],"['Stand up straight with your feet shoulder-width apart and hold the ez barbell with an underhand grip.', 'Keep your elbows close to your torso and your upper arms stationary throughout the exercise.', 'Curl the barbell upwards by contracting your biceps, while exhaling.', 'Continue to raise the barbell until your biceps are fully contracted and the barbell is at shoulder level.', 'Hold the contracted position for a brief pause as you squeeze your biceps.', 'Slowly begin to bring the barbell back to the starting position as you inhale.', 'Repeat for the desired number of repetitions.']","The EZ barbell reverse grip curl is an isolation exercise targeting the biceps, with additional activation of the forearms. It is performed using an EZ barbell with an underhand grip, focusing on curling the barbell upwards while keeping the elbows close to the torso.",Advanced,strength,nan
upper arms,ez barbell,0452,ez barbell reverse grip preacher curl,biceps,['forearms'],"['Sit on a preacher bench with your chest against the pad and your feet flat on the floor.', 'Grasp the ez barbell with an underhand grip, hands shoulder-width apart.', 'Rest your upper arms on the pad, allowing your forearms to hang down.', 'Keeping your upper arms stationary, exhale and curl the barbell up towards your shoulders.', 'Pause for a moment at the top, then inhale and slowly lower the barbell back down to the starting position.', 'Repeat for the desired number of repetitions.']","The EZ barbell reverse grip preacher curl is an isolation exercise targeting the biceps, with additional activation of the forearms. It is performed seated on a preacher bench, using an EZ barbell with a reverse (underhand) grip.",Advanced,strength,nan
upper arms,ez barbell,0453,ez barbell seated triceps extension,triceps,['shoulders'],"['Sit on a bench with your back straight and feet flat on the ground.', 'Hold the ez barbell with an overhand grip, hands shoulder-width apart.', 'Raise the barbell overhead, fully extending your arms.', 'Keeping your upper arms stationary, lower the barbell behind your head by bending your elbows.', 'Pause for a moment, then raise the barbell back to the starting position by extending your arms.', 'Repeat for the desired number of repetitions.']","The EZ barbell seated triceps extension is an isolation exercise targeting the triceps, performed while seated with an EZ barbell. It emphasizes triceps strength and development, with some involvement of the shoulders for stabilization.",Advanced,strength,nan
upper arms,ez barbell,0454,ez barbell spider curl,biceps,['forearms'],"['Stand with your feet shoulder-width apart and hold the ez barbell with an underhand grip, palms facing up.', 'Rest your upper arms on a preacher bench or stability ball, allowing your elbows to hang down.', 'Keeping your upper arms stationary, exhale and curl the barbell up towards your shoulders.', 'Pause for a moment at the top, squeezing your biceps.', 'Inhale and slowly lower the barbell back to the starting position.', 'Repeat for the desired number of repetitions.']","The EZ barbell spider curl is an isolation exercise targeting the biceps, performed with the upper arms supported on a preacher bench or stability ball to minimize cheating and maximize biceps engagement.",Advanced,strength,nan
lower arms,barbell,0455,finger curls,forearms,"['wrist flexors', 'grip muscles']","['Sit on a bench with your feet flat on the ground and hold a barbell with an underhand grip, palms facing up.', 'Rest your forearms on your thighs, allowing your wrists to hang off the edge.', 'Slowly curl your fingers towards your palms, squeezing the barbell tightly.', 'Hold the contraction for a moment, then slowly release your fingers back to the starting position.', 'Repeat for the desired number of repetitions.']","Finger curls are an isolation exercise targeting the forearms, specifically the finger flexors and grip muscles. This movement helps improve grip strength and forearm development.",Intermediate,strength,nan
waist,body weight,0456,flexion leg sit up (bent knee),abs,['hip flexors'],"['Lie flat on your back with your knees bent and feet flat on the ground.', 'Place your hands behind your head with your elbows pointing outwards.', 'Engaging your abs, slowly lift your upper body off the ground, curling forward until your torso is at a 45-degree angle.', 'At the same time, lift your legs off the ground, bending your knees and bringing them towards your chest.', 'Pause for a moment at the top, then slowly lower your upper body and legs back down to the starting position.', 'Repeat for the desired number of repetitions.']","The flexion leg sit up (bent knee) is an abdominal exercise performed with body weight. It involves curling the upper body and bringing the knees toward the chest simultaneously, targeting the abs and hip flexors.",Beginner,strength,nan
waist,body weight,0457,flexion leg sit up (straight arm),abs,"['hip flexors', 'quadriceps']","['Lie flat on your back with your legs extended and arms straight above your head.', 'Engaging your abs, lift your upper body off the ground while simultaneously lifting your legs towards your chest.', 'Reach your hands towards your toes as you lift your upper body and legs.', 'Pause for a moment at the top, then slowly lower your upper body and legs back down to the starting position.', 'Repeat for the desired number of repetitions.']","The flexion leg sit up (straight arm) is an abdominal exercise performed with body weight. It involves lying flat, extending the arms overhead, and simultaneously lifting the upper body and legs to meet in the middle, targeting the abs and engaging the hip flexors and quadriceps.",Beginner,strength,nan
chest,barbell,0458,floor fly (with barbell),pectorals,"['deltoids', 'triceps']","['Lie flat on your back on the floor with your knees bent and feet flat on the ground.', 'Hold a barbell with an overhand grip, arms extended straight up over your chest.', 'Slowly lower the barbell out to the sides, keeping a slight bend in your elbows.', 'Lower the barbell until your arms are parallel to the floor, feeling a stretch in your chest.', 'Pause for a moment, then squeeze your chest muscles to bring the barbell back to the starting position.', 'Repeat for the desired number of repetitions.']","The floor fly with barbell is a chest exercise performed lying on the floor, focusing on stretching and contracting the pectoral muscles while using a barbell for resistance.",Intermediate,strength,nan
upper legs,body weight,0459,flutter kicks,glutes,"['hip flexors', 'lower abs']","['Lie flat on your back with your legs extended and your hands by your sides.', 'Engage your core and lift your legs off the ground about 6 inches.', 'Keeping your legs straight, alternate lifting one leg slightly higher than the other.', 'Continue this fluttering motion for the desired number of repetitions.']","Flutter kicks are a bodyweight exercise performed lying on your back, where you lift your legs off the ground and alternate kicking them up and down in a fluttering motion. This movement primarily targets the glutes, with secondary emphasis on the hip flexors and lower abs.",Beginner,strength,nan
neck,body weight,0462,front and back neck stretch,levator scapulae,"['upper trapezius', 'sternocleidomastoid', 'scalenes', 'suboccipitals']","['Stand or sit upright with feet grounded, shoulders relaxed, and eyes forward.', 'For the back-of-neck stretch: place one or both hands on the crown and gently draw the chin toward the chest until you feel a mild stretch along the back of the neck.', 'Keep your torso tall without rounding the upper back; hold 15–30 seconds and breathe steadily.', 'Return the head to neutral slowly.', 'For the front-of-neck stretch: keep hands light for support and gently look upward, lengthening the front of the neck without collapsing or pinching the back of the neck.', 'Hold 10–20 seconds, breathing calmly, then return to neutral.', 'Repeat 1–3 times per direction; stop if you feel pain, tingling, or dizziness.']","Stand or sit tall and use your hand(s) to gently guide the head into forward flexion to stretch the back of the neck, then into slight extension to stretch the front of the neck. Move slowly and only to a mild, comfortable stretch.",Beginner,stretching,nan
waist,body weight,0464,front plank with twist,abs,"['obliques', 'shoulders']","['Start in a high plank position with your hands directly under your shoulders and your body in a straight line from head to toe.', 'Engage your core and glutes to maintain a stable position.', 'Rotate your torso to the right, lifting your right arm and extending it towards the ceiling.', 'Keep your hips and legs stable as you twist.', 'Hold for a moment, then return to the starting position.', 'Repeat the twist on the left side.', 'Continue alternating sides for the desired number of repetitions.']","The front plank with twist is a core exercise that targets the abs and obliques while also engaging the shoulders. It involves rotating the torso while maintaining a plank position, which challenges stability and coordination.",Beginner,strength,nan
back,body weight,0466,gironda sternum chin,lats,"['biceps', 'rhomboids', 'rear deltoids']","['Stand facing a high bar with your feet shoulder-width apart.', 'Reach up and grab the bar with an overhand grip, slightly wider than shoulder-width apart.', 'Hang from the bar with your arms fully extended and your body straight.', 'Engage your lats and biceps to pull your chest up towards the bar, leading with your sternum.', 'Pause for a moment at the top, then slowly lower yourself back down to the starting position.', 'Repeat for the desired number of repetitions.']","The Gironda sternum chin is a challenging bodyweight exercise that targets the lats and requires pulling your chest up to the bar, emphasizing a strong contraction in the upper back. It also engages the biceps, rhomboids, and rear deltoids.",Beginner,strength,nan
waist,body weight,0467,gorilla chin,abs,"['forearms', 'biceps']","['Stand with your feet shoulder-width apart and your knees slightly bent.', 'Grasp a pull-up bar with an overhand grip, slightly wider than shoulder-width apart.', 'Hang from the bar with your arms fully extended and your palms facing away from you.', 'Engage your core and pull your body up towards the bar, bringing your chin above the bar.', 'Pause for a moment at the top, then slowly lower your body back down to the starting position.', 'Repeat for the desired number of repetitions.']",The gorilla chin is a challenging bodyweight exercise that targets the abs while also engaging the forearms and biceps. It involves a pull-up motion with a strong core contraction to bring the chin above the bar.,Beginner,strength,nan
waist,body weight,0469,groin crunch,abs,"['hip flexors', 'inner thighs']","['Lie flat on your back with your knees bent and feet flat on the ground.', 'Place your hands behind your head with your elbows pointing outwards.', 'Engaging your abs, lift your legs off the ground, bringing your knees towards your chest.', 'Pause for a moment at the top, then slowly lower your legs back down to the starting position.', 'Repeat for the desired number of repetitions.']","The groin crunch is a bodyweight exercise targeting the abdominal muscles, with secondary emphasis on the hip flexors and inner thighs. It involves lying on your back, bringing your knees towards your chest while engaging your core.",Beginner,strength,nan
upper arms,body weight,0471,handstand push-up,triceps,"['shoulders', 'chest', 'core']","['Find a wall and face away from it, standing a few feet away.', 'Place your hands on the ground shoulder-width apart and kick your feet up against the wall, coming into a handstand position.', 'Bend your elbows and lower your head towards the ground, keeping your body in a straight line.', 'Push through your hands and extend your arms to return to the starting position.', 'Repeat for the desired number of repetitions.']","The handstand push-up is a challenging bodyweight exercise that targets the triceps, shoulders, chest, and core. It requires significant upper body strength, balance, and coordination, as well as experience with inversion movements.",Beginner,strength,nan
waist,body weight,0472,hanging leg raise,abs,['hip flexors'],"['Hang from a pull-up bar with your arms fully extended and your palms facing away from you.', 'Engage your core and lift your legs up in front of you, keeping them straight.', 'Continue lifting until your legs are parallel to the ground or as high as you can comfortably go.', 'Pause for a moment at the top, then slowly lower your legs back down to the starting position.', 'Repeat for the desired number of repetitions.']","The hanging leg raise is a bodyweight exercise that targets the abdominal muscles and hip flexors. It requires hanging from a pull-up bar and lifting the legs up in front of the body, engaging the core throughout the movement.",Beginner,strength,nan
waist,body weight,0473,hanging pike,abs,"['hip flexors', 'shoulders']","['Hang from a pull-up bar with your arms fully extended and your palms facing away from you.', 'Engage your core and lift your legs up towards the bar, keeping them straight.', ""Continue lifting until your body forms a 'V' shape, with your legs parallel to the ground."", 'Hold the position for a moment, then slowly lower your legs back down to the starting position.', 'Repeat for the desired number of repetitions.']","The hanging pike is a challenging core exercise performed by hanging from a pull-up bar and lifting the legs straight up to form a 'V' shape with the body, targeting the abdominal muscles and hip flexors.",Beginner,strength,nan
waist,body weight,0474,hanging straight leg hip raise,abs,['hip flexors'],"['Hang from a pull-up bar with your arms fully extended and your palms facing away from you.', 'Engage your core and lift your legs up in front of you until they are parallel to the ground.', 'Pause for a moment at the top, then slowly lower your legs back down to the starting position.', 'Repeat for the desired number of repetitions.']","The hanging straight leg hip raise is an advanced core exercise that targets the abdominal muscles and hip flexors. It requires significant core strength, grip strength, and control to perform the movement safely and effectively while hanging from a pull-up bar.",Beginner,strength,nan
waist,body weight,0475,hanging straight leg raise,abs,['hip flexors'],"['Hang from a pull-up bar with your arms fully extended and your palms facing away from you.', 'Engage your core and lift your legs up in front of you, keeping them straight.', 'Continue lifting until your legs are parallel to the ground or as high as you can comfortably go.', 'Pause for a moment at the top, then slowly lower your legs back down to the starting position.', 'Repeat for the desired number of repetitions.']",The hanging straight leg raise is an advanced core exercise performed by hanging from a pull-up bar and lifting the legs straight up in front of the body. It primarily targets the abdominal muscles and also engages the hip flexors.,Beginner,strength,nan
waist,body weight,0476,hanging straight twisting leg hip raise,abs,"['obliques', 'hip flexors']","['Hang from a pull-up bar with your arms fully extended and your legs straight.', 'Engage your core and lift your legs up towards your chest, keeping them straight.', 'Once your legs are parallel to the ground, twist your hips to one side, bringing your legs towards that side.', 'Pause for a moment, then return to the starting position.', 'Repeat the movement, but this time twist your hips to the opposite side.', 'Continue alternating sides for the desired number of repetitions.']","The hanging straight twisting leg hip raise is a challenging core exercise that targets the abs, obliques, and hip flexors. It requires hanging from a pull-up bar, lifting the legs, and twisting the hips to engage the entire core.",Beginner,strength,nan
waist,body weight,0484,hip raise (bent knee),abs,"['glutes', 'hamstrings']","['Lie flat on your back with your knees bent and feet flat on the ground.', 'Place your hands by your sides, palms facing down.', 'Engage your core and glutes, then lift your hips off the ground until your body forms a straight line from your knees to your shoulders.', 'Pause for a moment at the top, then slowly lower your hips back down to the starting position.', 'Repeat for the desired number of repetitions.']","The hip raise (bent knee) is a bodyweight exercise that targets the abdominal muscles, with secondary emphasis on the glutes and hamstrings. It involves lifting the hips off the ground while lying on your back with knees bent, engaging the core and posterior chain.",Beginner,strength,nan
back,body weight,0488,hyperextension (on bench),spine,"['glutes', 'hamstrings']","['Adjust the hyperextension bench so that your hips are resting comfortably on the pad and your feet are secured.', 'Cross your arms over your chest or place your hands behind your head.', 'Slowly lower your upper body towards the ground while keeping your back straight.', 'Pause for a moment at the bottom, then raise your upper body back up until it is in line with your legs.', 'Repeat for the desired number of repetitions.']","The hyperextension (on bench) is a bodyweight exercise that targets the spinal erectors and lower back, while also engaging the glutes and hamstrings. It is performed on a hyperextension bench, requiring the user to lower and raise their upper body while keeping the back straight.",Beginner,strength,nan
back,body weight,0489,hyperextension,spine,"['glutes', 'hamstrings']","['Adjust the hyperextension bench so that your upper thighs are resting on the pad and your feet are secured.', 'Cross your arms over your chest or place your hands behind your head.', 'Lower your upper body towards the ground while keeping your back straight.', 'Pause for a moment at the bottom, then raise your upper body back up until it is in line with your legs.', 'Repeat for the desired number of repetitions.']","The hyperextension is a bodyweight exercise that targets the spinal erectors and lower back, with secondary emphasis on the glutes and hamstrings. It is performed on a hyperextension bench and involves lowering and raising the upper body while keeping the back straight.",Beginner,strength,nan
upper arms,body weight,0490,incline close-grip push-up,triceps,"['chest', 'shoulders']","['Place your hands on an elevated surface, such as a bench or step, slightly wider than shoulder-width apart.', 'Extend your legs behind you, resting on the balls of your feet, with your body forming a straight line from head to heels.', 'Lower your chest towards the elevated surface by bending your elbows, keeping them close to your sides.', 'Pause for a moment at the bottom, then push yourself back up to the starting position by straightening your arms.', 'Repeat for the desired number of repetitions.']","The incline close-grip push-up is a bodyweight exercise that targets the triceps, with secondary emphasis on the chest and shoulders. It is performed by placing the hands on an elevated surface, keeping the elbows close to the body, and performing a push-up motion.",Beginner,strength,nan
waist,body weight,0491,incline leg hip raise (leg straight),abs,['hip flexors'],"['Lie on an incline bench with your back flat against the bench and your legs extended straight out in front of you.', 'Place your hands on the sides of the bench for support.', 'Engaging your abs, lift your legs off the bench, raising them as high as you can while keeping them straight.', 'Pause for a moment at the top, then slowly lower your legs back down to the starting position.', 'Repeat for the desired number of repetitions.']","The incline leg hip raise (leg straight) is an abdominal exercise performed on an incline bench. It targets the abs and also works the hip flexors. The movement requires you to lift your straight legs upward while lying on an incline, emphasizing core control and strength.",Beginner,strength,nan
chest,body weight,0492,incline push up depth jump,pectorals,"['triceps', 'shoulders', 'core']","['Find an elevated surface, such as a bench or step, and place your hands shoulder-width apart on the edge.', 'Step your feet back, keeping your body in a straight line from head to heels.', 'Lower your chest towards the edge of the surface, bending your elbows and keeping your body aligned.', 'Push through your palms to extend your arms and return to the starting position.', 'Jump off the edge of the surface, landing softly with your knees slightly bent.', 'Repeat the push-up and depth jump for the desired number of repetitions.']","The incline push up depth jump is a dynamic exercise that combines an incline push-up with a plyometric depth jump. It targets the chest, triceps, shoulders, and core, and requires both upper body strength and lower body explosiveness.",Beginner,plyometrics,nan
chest,body weight,0493,incline push-up,pectorals,"['triceps', 'shoulders']","['Place your hands on an elevated surface, such as a bench or step, slightly wider than shoulder-width apart.', 'Extend your legs behind you, resting on the balls of your feet, creating a straight line from your head to your heels.', 'Lower your chest towards the elevated surface by bending your elbows, keeping your body in a straight line.', 'Pause for a moment at the bottom, then push yourself back up to the starting position by straightening your arms.', 'Repeat for the desired number of repetitions.']","The incline push-up is a bodyweight exercise that targets the pectoral muscles by performing a push-up with the hands elevated on a surface such as a bench or step. This variation reduces the load compared to a standard push-up, making it more accessible for beginners.",Beginner,strength,nan
